time	V(vcc)	V(vin)
1.297668253626141e-003	9.000000e+000	7.157661e-004
1.306411507343886e-003	9.000000e+000	-1.963092e-003
1.315162890902761e-003	9.000000e+000	-4.497128e-003
1.324105219954167e-003	9.000000e+000	-6.739188e-003
1.332784985249286e-003	9.000000e+000	-8.461483e-003
1.338976918276208e-003	9.000000e+000	-9.352715e-003
1.342752495964965e-003	9.000000e+000	-9.713233e-003
1.345920250980521e-003	9.000000e+000	-9.893999e-003
1.349015939621806e-003	9.000000e+000	-9.967620e-003
1.352634144507145e-003	9.000000e+000	-9.924477e-003
1.357287337894216e-003	9.000000e+000	-9.655673e-003
1.364826214315615e-003	9.000000e+000	-8.741980e-003
1.376808598003392e-003	9.000000e+000	-6.433795e-003
1.388262411122806e-003	9.000000e+000	-3.504320e-003
1.397662778447303e-003	9.000000e+000	-7.174436e-004
1.406406335209535e-003	9.000000e+000	1.961527e-003
1.415158047910237e-003	9.000000e+000	4.495794e-003
1.424100780073230e-003	9.000000e+000	6.738653e-003
1.432752151388230e-003	9.000000e+000	8.455234e-003
1.439016575084905e-003	9.000000e+000	9.356447e-003
1.442781973002337e-003	9.000000e+000	9.715324e-003
1.445956910780537e-003	9.000000e+000	9.895629e-003
1.449024118391367e-003	9.000000e+000	9.967990e-003
1.452637186839419e-003	9.000000e+000	9.924440e-003
1.457292285231026e-003	9.000000e+000	9.655256e-003
1.464834188993452e-003	9.000000e+000	8.740736e-003
1.476821049263199e-003	9.000000e+000	6.430984e-003
1.488268627952579e-003	9.000000e+000	3.502617e-003
1.497668772082171e-003	9.000000e+000	7.156045e-004
1.506412674297018e-003	9.000000e+000	-1.963439e-003
1.515164701669345e-003	9.000000e+000	-4.497619e-003
1.524106994697516e-003	9.000000e+000	-6.739596e-003
1.532786149543717e-003	9.000000e+000	-8.461686e-003
1.538977562881436e-003	9.000000e+000	-9.352789e-003
1.542752975050941e-003	9.000000e+000	-9.713268e-003
1.545920846826481e-003	9.000000e+000	-9.894026e-003
1.549016072544380e-003	9.000000e+000	-9.967625e-003
1.552634193951905e-003	9.000000e+000	-9.924477e-003
1.557287418299716e-003	9.000000e+000	-9.655666e-003
1.564826343923184e-003	9.000000e+000	-8.741961e-003
1.576808800370622e-003	9.000000e+000	-6.433750e-003
1.588262512130039e-003	9.000000e+000	-3.504298e-003
1.597662194778745e-003	9.000000e+000	-7.176251e-004
1.606405101851927e-003	9.000000e+000	1.961160e-003
1.615156169880559e-003	9.000000e+000	4.495285e-003
1.624098941328313e-003	9.000000e+000	6.738241e-003
1.632750283964432e-003	9.000000e+000	8.454922e-003
1.639015488979195e-003	9.000000e+000	9.356323e-003
1.642781165611109e-003	9.000000e+000	9.715267e-003
1.645955906682354e-003	9.000000e+000	9.895585e-003
1.649023894360836e-003	9.000000e+000	9.967980e-003
1.652637103505259e-003	9.000000e+000	9.924441e-003
1.657292149716063e-003	9.000000e+000	9.655267e-003
1.664833970556546e-003	9.000000e+000	8.740770e-003
1.676820708214343e-003	9.000000e+000	6.431060e-003
1.688268457613637e-003	9.000000e+000	3.502658e-003
1.697669302970804e-003	9.000000e+000	7.154390e-004
1.706413864562531e-003	9.000000e+000	-1.963793e-003
1.715166546531046e-003	9.000000e+000	-4.498119e-003
1.724108802580412e-003	9.000000e+000	-6.740010e-003
1.732787393524436e-003	9.000000e+000	-8.461902e-003
1.738978231946882e-003	9.000000e+000	-9.352868e-003
1.742753472318125e-003	9.000000e+000	-9.713303e-003
1.745921465283981e-003	9.000000e+000	-9.894054e-003
1.749016210511534e-003	9.000000e+000	-9.967632e-003
1.752634245273145e-003	9.000000e+000	-9.924475e-003
1.757287501756684e-003	9.000000e+000	-9.655658e-003
1.764826478449457e-003	9.000000e+000	-8.741939e-003
1.776809010417682e-003	9.000000e+000	-6.433702e-003
1.788262616971654e-003	9.000000e+000	-3.504274e-003
1.797661602369744e-003	9.000000e+000	-7.178095e-004
1.806403847994239e-003	9.000000e+000	1.960787e-003
1.815154259673083e-003	9.000000e+000	4.494767e-003
1.824097071072843e-003	9.000000e+000	6.737822e-003
1.832748384506364e-003	9.000000e+000	8.454602e-003
1.839014409907375e-003	9.000000e+000	9.356198e-003
1.842780363453497e-003	9.000000e+000	9.715211e-003
1.845954909091050e-003	9.000000e+000	9.895541e-003
1.849023671783060e-003	9.000000e+000	9.967971e-003
1.852637020711460e-003	9.000000e+000	9.924443e-003
1.857292015079804e-003	9.000000e+000	9.655279e-003
1.864833753535944e-003	9.000000e+000	8.740804e-003
1.876820369376364e-003	9.000000e+000	6.431137e-003
1.888268288382026e-003	9.000000e+000	3.502699e-003
1.897669847168398e-003	9.000000e+000	7.152694e-004
1.906415079970810e-003	9.000000e+000	-1.964155e-003
1.915168428264840e-003	9.000000e+000	-4.498629e-003
1.924110646527761e-003	9.000000e+000	-6.740432e-003
1.932788720767693e-003	9.000000e+000	-8.462131e-003
1.938978926874391e-003	9.000000e+000	-9.352949e-003
1.942753988808614e-003	9.000000e+000	-9.713340e-003
1.945922107649010e-003	9.000000e+000	-9.894082e-003
1.949016353812421e-003	9.000000e+000	-9.967638e-003
1.952634298578423e-003	9.000000e+000	-9.924475e-003
1.957287588440027e-003	9.000000e+000	-9.655652e-003
1.964826618176368e-003	9.000000e+000	-8.741918e-003
1.976809228584761e-003	9.000000e+000	-6.433653e-003
1.988262725867508e-003	9.000000e+000	-3.504250e-003
1.997661000400716e-003	9.000000e+000	-7.179969e-004
2.006402571836200e-003	9.000000e+000	1.960408e-003
2.015152314514116e-003	9.000000e+000	4.494239e-003
2.024095166597932e-003	9.000000e+000	6.737396e-003
2.032746450258517e-003	9.000000e+000	8.454278e-003
2.039013336932682e-003	9.000000e+000	9.356073e-003
2.042779565833045e-003	9.000000e+000	9.715155e-003
2.045953917140522e-003	9.000000e+000	9.895497e-003
2.049023450464779e-003	9.000000e+000	9.967960e-003
2.052636938386134e-003	9.000000e+000	9.924443e-003
2.057291881205348e-003	9.000000e+000	9.655290e-003
2.064833537743214e-003	9.000000e+000	8.740838e-003
2.076820032455069e-003	9.000000e+000	6.431213e-003
2.088268120110765e-003	9.000000e+000	3.502739e-003
2.097670405569969e-003	9.000000e+000	7.150954e-004
2.106416322405898e-003	9.000000e+000	-1.964524e-003
2.115170349736153e-003	9.000000e+000	-4.499150e-003
2.124112529180065e-003	9.000000e+000	-6.740862e-003
2.132790134698711e-003	9.000000e+000	-8.462376e-003
2.138979648994901e-003	9.000000e+000	-9.353034e-003
2.142754525511824e-003	9.000000e+000	-9.713378e-003
2.145922775152028e-003	9.000000e+000	-9.894112e-003
2.149016502721581e-003	9.000000e+000	-9.967645e-003
2.152634353969862e-003	9.000000e+000	-9.924474e-003
2.157287678515814e-003	9.000000e+000	-9.655644e-003
2.164826763371603e-003	9.000000e+000	-8.741895e-003
2.176809455289799e-003	9.000000e+000	-6.433602e-003
2.188262839026350e-003	9.000000e+000	-3.504225e-003
2.197660388000192e-003	9.000000e+000	-7.181875e-004
2.206401271485394e-003	9.000000e+000	1.960021e-003
2.215150331497952e-003	9.000000e+000	4.493701e-003
2.224093225077158e-003	9.000000e+000	6.736960e-003
2.232744478403962e-003	9.000000e+000	8.453947e-003
2.239012269197877e-003	9.000000e+000	9.355948e-003
2.242778772112434e-003	9.000000e+000	9.715098e-003
2.245952930038204e-003	9.000000e+000	9.895453e-003
2.249023230229145e-003	9.000000e+000	9.967950e-003
2.252636856463499e-003	9.000000e+000	9.924444e-003
2.257291747985723e-003	9.000000e+000	9.655301e-003
2.264833323005928e-003	9.000000e+000	8.740871e-003
2.276819697181248e-003	9.000000e+000	6.431289e-003
2.288267952665343e-003	9.000000e+000	3.502779e-003
2.297670979123998e-003	9.000000e+000	7.149167e-004
2.306417593845853e-003	9.000000e+000	-1.964902e-003
2.315172313944583e-003	9.000000e+000	-4.499683e-003
2.324114453519672e-003	9.000000e+000	-6.741300e-003
2.332791639153444e-003	9.000000e+000	-8.462635e-003
2.338980399820375e-003	9.000000e+000	-9.353123e-003
2.342755083551742e-003	9.000000e+000	-9.713418e-003
2.345923469190856e-003	9.000000e+000	-9.894143e-003
2.349016657550895e-003	9.000000e+000	-9.967652e-003
2.352634411563472e-003	9.000000e+000	-9.924474e-003
2.357287772172697e-003	9.000000e+000	-9.655637e-003
2.364826914339249e-003	9.000000e+000	-8.741871e-003
2.376809691007569e-003	9.000000e+000	-6.433548e-003
2.388262956685330e-003	9.000000e+000	-3.504199e-003
2.397659764279300e-003	9.000000e+000	-7.183816e-004
2.406399944990410e-003	9.000000e+000	1.959626e-003
2.415148307618532e-003	9.000000e+000	4.493152e-003
2.424091243491312e-003	9.000000e+000	6.736516e-003
2.432742465815382e-003	9.000000e+000	8.453608e-003
2.439011205694483e-003	9.000000e+000	9.355824e-003
2.442777981541930e-003	9.000000e+000	9.715042e-003
2.445951946851720e-003	9.000000e+000	9.895409e-003
2.449023010868117e-003	9.000000e+000	9.967941e-003
2.452636774866168e-003	9.000000e+000	9.924445e-003
2.457291615295084e-003	9.000000e+000	9.655313e-003
2.464833109121239e-003	9.000000e+000	8.740904e-003
2.476819363238199e-003	9.000000e+000	6.431364e-003
2.488267785887548e-003	9.000000e+000	3.502819e-003
2.497671568800205e-003	9.000000e+000	7.147329e-004
2.506418896331025e-003	9.000000e+000	-1.965289e-003
2.515174323992825e-003	9.000000e+000	-4.500228e-003
2.524116422596729e-003	9.000000e+000	-6.741748e-003
2.532793238046967e-003	9.000000e+000	-8.462910e-003
2.538981180845225e-003	9.000000e+000	-9.353215e-003
2.542755664039338e-003	9.000000e+000	-9.713459e-003
2.545924191147114e-003	9.000000e+000	-9.894175e-003
2.549016818608632e-003	9.000000e+000	-9.967660e-003
2.552634471473925e-003	9.000000e+000	-9.924473e-003
2.557287869597148e-003	9.000000e+000	-9.655627e-003
2.564827071379885e-003	9.000000e+000	-8.741847e-003
2.576809936207366e-003	9.000000e+000	-6.433493e-003
2.588263079078868e-003	9.000000e+000	-3.504172e-003
2.597659128302593e-003	9.000000e+000	-7.185796e-004
2.606398590310804e-003	9.000000e+000	1.959223e-003
2.615146239738653e-003	9.000000e+000	4.492591e-003
2.624089218815830e-003	9.000000e+000	6.736063e-003
2.632740409479827e-003	9.000000e+000	8.453260e-003
2.639010145496216e-003	9.000000e+000	9.355700e-003
2.642777193432919e-003	9.000000e+000	9.714986e-003
2.645950966724699e-003	9.000000e+000	9.895367e-003
2.649022792190620e-003	9.000000e+000	9.967931e-003
2.652636693523066e-003	9.000000e+000	9.924446e-003
2.657291483017852e-003	9.000000e+000	9.655324e-003
2.664832895902845e-003	9.000000e+000	8.740938e-003
2.676819030335047e-003	9.000000e+000	6.431439e-003
2.688267619632083e-003	9.000000e+000	3.502858e-003
2.697672175624136e-003	9.000000e+000	7.145439e-004
2.706420232000009e-003	9.000000e+000	-1.965687e-003
2.715176383123833e-003	9.000000e+000	-4.500786e-003
2.724118439559586e-003	9.000000e+000	-6.742205e-003
2.732794935469786e-003	9.000000e+000	-8.463200e-003
2.738981993635703e-003	9.000000e+000	-9.353312e-003
2.742756268139007e-003	9.000000e+000	-9.713502e-003
2.745924942468850e-003	9.000000e+000	-9.894209e-003
2.749016986217890e-003	9.000000e+000	-9.967667e-003
2.752634533821405e-003	9.000000e+000	-9.924472e-003
2.757287970984608e-003	9.000000e+000	-9.655619e-003
2.764827234808535e-003	9.000000e+000	-8.741821e-003
2.776810191381036e-003	9.000000e+000	-6.433435e-003
2.788263206452665e-003	9.000000e+000	-3.504143e-003
2.797658479097299e-003	9.000000e+000	-7.187817e-004
2.806397205322973e-003	9.000000e+000	1.958811e-003
2.815144124592481e-003	9.000000e+000	4.492017e-003
2.824087147863920e-003	9.000000e+000	6.735599e-003
2.832738306077737e-003	9.000000e+000	8.452905e-003
2.839009087602071e-003	9.000000e+000	9.355575e-003
2.842776407041258e-003	9.000000e+000	9.714930e-003
2.845949988731708e-003	9.000000e+000	9.895323e-003
2.849022573990170e-003	9.000000e+000	9.967920e-003
2.852636612357386e-003	9.000000e+000	9.924447e-003
2.857291351029126e-003	9.000000e+000	9.655335e-003
2.864832683149416e-003	9.000000e+000	8.740971e-003
2.876818698157454e-003	9.000000e+000	6.431515e-003
2.888267453741950e-003	9.000000e+000	3.502897e-003
2.897672800659405e-003	9.000000e+000	7.143493e-004
2.906421603076212e-003	9.000000e+000	-1.966094e-003
2.915178494711781e-003	9.000000e+000	-4.501359e-003
2.924120507695168e-003	9.000000e+000	-6.742673e-003
2.932796735773629e-003	9.000000e+000	-8.463508e-003
2.938982839855375e-003	9.000000e+000	-9.353412e-003
2.942756897087505e-003	9.000000e+000	-9.713546e-003
2.945925724694105e-003	9.000000e+000	-9.894243e-003
2.949017160721848e-003	9.000000e+000	-9.967675e-003
2.952634598733563e-003	9.000000e+000	-9.924471e-003
2.957288076542658e-003	9.000000e+000	-9.655611e-003
2.964827404959802e-003	9.000000e+000	-8.741795e-003
2.976810457050992e-003	9.000000e+000	-6.433376e-003
2.988263339067709e-003	9.000000e+000	-3.504113e-003
2.997657815653031e-003	9.000000e+000	-7.189882e-004
3.006395787816152e-003	9.000000e+000	1.958389e-003
3.015141958777804e-003	9.000000e+000	4.491429e-003
3.024085027303978e-003	9.000000e+000	6.735124e-003
3.032736152298203e-003	9.000000e+000	8.452540e-003
3.039008031050527e-003	9.000000e+000	9.355451e-003
3.042775621652170e-003	9.000000e+000	9.714874e-003
3.045949011983825e-003	9.000000e+000	9.895279e-003
3.049022356068433e-003	9.000000e+000	9.967910e-003
3.052636531295352e-003	9.000000e+000	9.924448e-003
3.057291219208936e-003	9.000000e+000	9.655346e-003
3.064832470667574e-003	9.000000e+000	8.741004e-003
3.076818366403496e-003	9.000000e+000	6.431589e-003
3.088267288066331e-003	9.000000e+000	3.502936e-003
3.097673445024624e-003	9.000000e+000	7.141485e-004
3.106423011885544e-003	9.000000e+000	-1.966513e-003
3.115180662280418e-003	9.000000e+000	-4.501946e-003
3.124122630533127e-003	9.000000e+000	-6.743152e-003
3.132798643608215e-003	9.000000e+000	-8.463834e-003
3.138983721309009e-003	9.000000e+000	-9.353518e-003
3.142757552226571e-003	9.000000e+000	-9.713593e-003
3.145926539491464e-003	9.000000e+000	-9.894280e-003
3.149017342492816e-003	9.000000e+000	-9.967683e-003
3.152634666348892e-003	9.000000e+000	-9.924470e-003
3.157288186496510e-003	9.000000e+000	-9.655601e-003
